work_order_id,product_sku,factory_id,planned_quantity,completed_quantity,start_date,end_date,status,priority
WO-2025-001116,FG-AUTOSYS-054,FAC-MX-01,500,500,2026-02-09,2026-02-21,COMPLETED,HIGH
WO-2025-001117,FG-AUTOSYS-009,FAC-US-01,50,50,2025-07-16,2025-07-23,COMPLETED,STANDARD
WO-2025-001118,FG-AUTOSYS-023,FAC-MX-01,100,0,2026-05-29,2026-06-10,PLANNED,CRITICAL
WO-2025-001119,FG-AUTOSYS-028,FAC-EU-01,100,100,2026-03-16,2026-03-21,COMPLETED,STANDARD
WO-2025-001120,FG-AUTOSYS-012,FAC-APAC-01,500,0,2026-05-25,2026-06-01,BLOCKED_SHORTAGE,STANDARD
WO-2025-001121,FG-AUTOSYS-050,FAC-APAC-01,50,50,2025-06-30,2025-07-07,COMPLETED,HIGH
WO-2025-001122,FG-AUTOSYS-028,FAC-US-01,1000,1000,2025-06-14,2025-06-22,COMPLETED,HIGH
WO-2025-001123,FG-AUTOSYS-089,FAC-APAC-01,500,500,2025-10-19,2025-10-27,COMPLETED,STANDARD
WO-2025-001124,FG-AUTOSYS-049,FAC-US-01,100,0,2026-05-07,2026-05-13,PLANNED,STANDARD
WO-2025-001125,FG-AUTOSYS-077,FAC-MX-01,1000,1000,2025-02-03,2025-02-08,COMPLETED,CRITICAL
WO-2025-001126,FG-AUTOSYS-032,FAC-APAC-01,1000,1000,2025-12-10,2025-12-23,COMPLETED,STANDARD
WO-2025-001127,FG-AUTOSYS-036,FAC-US-01,1000,1000,2026-01-29,2026-02-11,COMPLETED,STANDARD
WO-2025-001128,FG-AUTOSYS-015,FAC-MX-01,250,250,2025-04-19,2025-04-23,COMPLETED,HIGH
WO-2025-001129,FG-AUTOSYS-049,FAC-EU-01,500,0,2026-04-25,2026-05-04,PLANNED,HIGH
WO-2025-001130,FG-AUTOSYS-063,FAC-US-01,1000,1000,2026-03-18,2026-03-24,COMPLETED,HIGH
WO-2025-001131,FG-AUTOSYS-040,FAC-MX-01,250,0,2026-04-21,2026-05-05,PLANNED,HIGH
WO-2025-001132,FG-AUTOSYS-026,FAC-APAC-01,1000,1000,2025-11-02,2025-11-06,COMPLETED,HIGH
WO-2025-001133,FG-AUTOSYS-078,FAC-MX-01,500,500,2025-10-15,2025-10-27,COMPLETED,CRITICAL
WO-2025-001134,FG-AUTOSYS-017,FAC-APAC-01,1000,1000,2026-01-29,2026-02-06,COMPLETED,CRITICAL
WO-2025-001135,FG-AUTOSYS-014,FAC-EU-01,250,250,2025-03-28,2025-04-10,COMPLETED,STANDARD
WO-2025-001136,FG-AUTOSYS-021,FAC-MX-01,100,100,2025-09-12,2025-09-16,COMPLETED,STANDARD
WO-2025-001137,FG-AUTOSYS-009,FAC-APAC-01,1000,1000,2025-01-18,2025-01-26,COMPLETED,HIGH
WO-2025-001138,FG-AUTOSYS-087,FAC-EU-01,50,50,2025-10-25,2025-10-30,COMPLETED,HIGH
WO-2025-001139,FG-AUTOSYS-004,FAC-US-01,1000,1000,2026-02-22,2026-03-05,COMPLETED,CRITICAL
WO-2025-001140,FG-AUTOSYS-028,FAC-MX-01,250,250,2025-03-07,2025-03-18,COMPLETED,HIGH
WO-2025-001141,FG-AUTOSYS-048,FAC-EU-01,1000,1000,2026-01-23,2026-02-01,COMPLETED,CRITICAL
WO-2025-001142,FG-AUTOSYS-078,FAC-US-01,50,50,2025-04-29,2025-05-07,COMPLETED,HIGH
WO-2025-001143,FG-AUTOSYS-016,FAC-US-01,50,50,2025-02-18,2025-03-01,COMPLETED,STANDARD
WO-2025-001144,FG-AUTOSYS-023,FAC-MX-01,50,50,2025-08-12,2025-08-20,COMPLETED,HIGH
WO-2025-001145,FG-AUTOSYS-075,FAC-US-01,500,500,2025-07-09,2025-07-19,COMPLETED,STANDARD
WO-2025-001146,FG-AUTOSYS-024,FAC-MX-01,50,50,2025-06-09,2025-06-19,COMPLETED,STANDARD
WO-2025-001147,FG-AUTOSYS-056,FAC-MX-01,1000,1000,2025-09-10,2025-09-13,COMPLETED,CRITICAL
WO-2025-001148,FG-AUTOSYS-059,FAC-APAC-01,100,100,2025-05-24,2025-05-30,COMPLETED,HIGH
WO-2025-001149,FG-AUTOSYS-096,FAC-APAC-01,1000,1000,2025-09-21,2025-09-29,COMPLETED,HIGH
WO-2025-001150,FG-AUTOSYS-018,FAC-MX-01,100,100,2025-12-26,2025-12-31,COMPLETED,CRITICAL
WO-2025-001151,FG-AUTOSYS-039,FAC-EU-01,1000,1000,2025-01-16,2025-01-23,COMPLETED,CRITICAL
WO-2025-001152,FG-AUTOSYS-045,FAC-MX-01,500,500,2025-05-28,2025-06-07,COMPLETED,HIGH
WO-2025-001153,FG-AUTOSYS-082,FAC-US-01,500,500,2026-02-06,2026-02-14,COMPLETED,CRITICAL
WO-2025-001154,FG-AUTOSYS-064,FAC-APAC-01,100,100,2025-01-29,2025-02-09,COMPLETED,STANDARD
WO-2025-001155,FG-AUTOSYS-010,FAC-APAC-01,250,250,2025-10-16,2025-10-25,COMPLETED,STANDARD
WO-2025-001156,FG-AUTOSYS-039,FAC-APAC-01,50,50,2025-03-29,2025-04-07,COMPLETED,CRITICAL
WO-2025-001157,FG-AUTOSYS-078,FAC-EU-01,100,100,2025-11-23,2025-11-29,COMPLETED,STANDARD
WO-2025-001158,FG-AUTOSYS-053,FAC-EU-01,250,250,2025-09-12,2025-09-18,COMPLETED,HIGH
WO-2025-001159,FG-AUTOSYS-027,FAC-US-01,1000,1000,2025-08-14,2025-08-28,COMPLETED,HIGH
WO-2025-001160,FG-AUTOSYS-010,FAC-APAC-01,250,250,2025-06-26,2025-07-07,COMPLETED,CRITICAL
WO-2025-001161,FG-AUTOSYS-062,FAC-APAC-01,500,500,2025-03-16,2025-03-30,COMPLETED,STANDARD
WO-2025-001162,FG-AUTOSYS-053,FAC-APAC-01,100,100,2025-08-13,2025-08-19,COMPLETED,STANDARD
WO-2025-001163,FG-AUTOSYS-054,FAC-MX-01,100,100,2025-10-02,2025-10-05,COMPLETED,HIGH
WO-2025-001164,FG-AUTOSYS-086,FAC-EU-01,1000,1000,2025-08-19,2025-08-25,COMPLETED,STANDARD
WO-2025-001165,FG-AUTOSYS-048,FAC-EU-01,500,500,2025-07-06,2025-07-16,COMPLETED,STANDARD
WO-2025-001166,FG-AUTOSYS-031,FAC-APAC-01,1000,1000,2026-03-23,2026-04-06,COMPLETED,CRITICAL
WO-2025-001167,FG-AUTOSYS-022,FAC-EU-01,1000,1000,2025-11-25,2025-12-04,COMPLETED,CRITICAL
WO-2025-001168,FG-AUTOSYS-073,FAC-US-01,50,50,2025-04-16,2025-04-30,COMPLETED,CRITICAL
WO-2025-001169,FG-AUTOSYS-099,FAC-MX-01,100,70,2026-04-13,2026-04-20,IN_PROGRESS,CRITICAL
WO-2025-001170,FG-AUTOSYS-097,FAC-US-01,250,250,2025-06-26,2025-07-05,COMPLETED,STANDARD
WO-2025-001171,FG-AUTOSYS-039,FAC-APAC-01,1000,1000,2025-04-13,2025-04-17,COMPLETED,STANDARD
WO-2025-001172,FG-AUTOSYS-016,FAC-APAC-01,1000,1000,2025-02-09,2025-02-19,COMPLETED,CRITICAL
WO-2025-001173,FG-AUTOSYS-099,FAC-EU-01,500,500,2025-11-28,2025-12-11,COMPLETED,CRITICAL
WO-2025-001174,FG-AUTOSYS-021,FAC-MX-01,250,250,2025-02-02,2025-02-07,COMPLETED,HIGH
WO-2025-001175,FG-AUTOSYS-027,FAC-US-01,50,27,2026-04-13,2026-04-16,IN_PROGRESS,HIGH
WO-2025-001176,FG-AUTOSYS-097,FAC-MX-01,50,50,2025-10-31,2025-11-06,COMPLETED,STANDARD
WO-2025-001177,FG-AUTOSYS-067,FAC-US-01,500,500,2025-01-25,2025-02-03,COMPLETED,CRITICAL
WO-2025-001178,FG-AUTOSYS-080,FAC-APAC-01,50,50,2026-02-07,2026-02-12,COMPLETED,HIGH
WO-2025-001179,FG-AUTOSYS-042,FAC-APAC-01,50,50,2025-07-04,2025-07-18,COMPLETED,STANDARD
WO-2025-001180,FG-AUTOSYS-100,FAC-US-01,50,50,2025-04-26,2025-05-07,COMPLETED,HIGH
WO-2025-001181,FG-AUTOSYS-054,FAC-MX-01,50,0,2026-05-05,2026-05-12,PLANNED,STANDARD
WO-2025-001182,FG-AUTOSYS-075,FAC-APAC-01,100,100,2025-05-30,2025-06-05,COMPLETED,HIGH
WO-2025-001183,FG-AUTOSYS-019,FAC-US-01,1000,1000,2025-01-22,2025-01-26,COMPLETED,HIGH
WO-2025-001184,FG-AUTOSYS-046,FAC-EU-01,100,100,2025-05-18,2025-05-23,COMPLETED,CRITICAL
WO-2025-001185,FG-AUTOSYS-022,FAC-MX-01,50,50,2025-09-18,2025-10-01,COMPLETED,STANDARD
WO-2025-001186,FG-AUTOSYS-058,FAC-US-01,500,500,2026-02-14,2026-02-25,COMPLETED,CRITICAL
WO-2025-001187,FG-AUTOSYS-041,FAC-EU-01,100,100,2026-04-04,2026-04-11,COMPLETED,HIGH
WO-2025-001188,FG-AUTOSYS-061,FAC-APAC-01,250,250,2025-05-18,2025-05-27,COMPLETED,STANDARD
WO-2025-001189,FG-AUTOSYS-071,FAC-MX-01,250,250,2025-09-29,2025-10-08,COMPLETED,HIGH
WO-2025-001190,FG-AUTOSYS-026,FAC-APAC-01,500,500,2025-09-04,2025-09-11,COMPLETED,STANDARD
WO-2025-001191,FG-AUTOSYS-090,FAC-US-01,1000,1000,2025-04-15,2025-04-28,COMPLETED,CRITICAL
WO-2025-001192,FG-AUTOSYS-026,FAC-APAC-01,250,250,2025-12-13,2025-12-26,COMPLETED,CRITICAL
WO-2025-001193,FG-AUTOSYS-083,FAC-MX-01,1000,357,2026-04-09,2026-04-17,IN_PROGRESS,HIGH
WO-2025-001194,FG-AUTOSYS-091,FAC-APAC-01,500,500,2025-05-08,2025-05-13,COMPLETED,STANDARD
WO-2025-001195,FG-AUTOSYS-007,FAC-MX-01,50,50,2025-08-31,2025-09-13,COMPLETED,HIGH
WO-2025-001196,FG-AUTOSYS-058,FAC-MX-01,50,50,2025-07-25,2025-08-02,COMPLETED,HIGH
WO-2025-001197,FG-AUTOSYS-062,FAC-US-01,250,250,2026-03-14,2026-03-26,COMPLETED,HIGH
WO-2025-001198,FG-AUTOSYS-048,FAC-APAC-01,250,250,2025-11-15,2025-11-29,COMPLETED,CRITICAL
WO-2025-001199,FG-AUTOSYS-046,FAC-EU-01,1000,0,2026-04-21,2026-05-03,PLANNED,HIGH
WO-2025-001200,FG-AUTOSYS-053,FAC-US-01,50,50,2025-03-01,2025-03-11,COMPLETED,STANDARD
WO-2025-001201,FG-AUTOSYS-060,FAC-MX-01,250,250,2026-01-02,2026-01-16,COMPLETED,STANDARD
WO-2025-001202,FG-AUTOSYS-035,FAC-MX-01,100,53,2026-04-13,2026-04-18,IN_PROGRESS,CRITICAL
WO-2025-001203,FG-AUTOSYS-056,FAC-US-01,250,250,2025-06-23,2025-07-07,COMPLETED,HIGH
WO-2025-001204,FG-AUTOSYS-019,FAC-APAC-01,50,50,2025-01-25,2025-02-02,COMPLETED,HIGH
WO-2025-001205,FG-AUTOSYS-062,FAC-EU-01,250,250,2025-07-24,2025-08-05,COMPLETED,CRITICAL
WO-2025-001206,FG-AUTOSYS-010,FAC-MX-01,1000,1000,2025-03-24,2025-04-04,COMPLETED,STANDARD
WO-2025-001207,FG-AUTOSYS-050,FAC-APAC-01,250,250,2025-05-30,2025-06-02,COMPLETED,STANDARD
WO-2025-001208,FG-AUTOSYS-056,FAC-EU-01,250,250,2025-12-14,2025-12-19,COMPLETED,HIGH
WO-2025-001209,FG-AUTOSYS-008,FAC-MX-01,100,100,2025-11-19,2025-11-25,COMPLETED,STANDARD
WO-2025-001210,FG-AUTOSYS-058,FAC-EU-01,100,100,2026-03-26,2026-03-30,COMPLETED,STANDARD
WO-2025-001211,FG-AUTOSYS-090,FAC-EU-01,100,100,2025-07-14,2025-07-20,COMPLETED,CRITICAL
WO-2025-001212,FG-AUTOSYS-043,FAC-MX-01,500,500,2025-12-12,2025-12-20,COMPLETED,STANDARD
WO-2025-001213,FG-AUTOSYS-037,FAC-US-01,500,500,2025-12-20,2026-01-03,COMPLETED,CRITICAL
WO-2025-001214,FG-AUTOSYS-004,FAC-MX-01,1000,1000,2025-12-08,2025-12-19,COMPLETED,CRITICAL
WO-2025-001215,FG-AUTOSYS-047,FAC-MX-01,250,250,2025-10-13,2025-10-17,COMPLETED,STANDARD
WO-2025-001216,FG-AUTOSYS-027,FAC-EU-01,1000,0,2026-05-18,2026-06-01,PLANNED,HIGH
WO-2025-001217,FG-AUTOSYS-099,FAC-APAC-01,250,0,2026-05-11,2026-05-14,PLANNED,CRITICAL
WO-2025-001218,FG-AUTOSYS-022,FAC-MX-01,50,50,2025-06-07,2025-06-12,COMPLETED,HIGH
WO-2025-001219,FG-AUTOSYS-079,FAC-US-01,500,500,2025-10-27,2025-11-09,COMPLETED,CRITICAL
WO-2025-001220,FG-AUTOSYS-066,FAC-EU-01,1000,1000,2025-10-10,2025-10-22,COMPLETED,STANDARD
WO-2025-001221,FG-AUTOSYS-100,FAC-APAC-01,250,0,2026-04-22,2026-05-06,BLOCKED_SHORTAGE,CRITICAL
WO-2025-001222,FG-AUTOSYS-055,FAC-US-01,1000,0,2026-05-06,2026-05-09,PLANNED,STANDARD
WO-2025-001223,FG-AUTOSYS-072,FAC-MX-01,100,100,2025-12-17,2025-12-28,COMPLETED,STANDARD
WO-2025-001224,FG-AUTOSYS-095,FAC-EU-01,100,100,2025-05-04,2025-05-14,COMPLETED,CRITICAL
WO-2025-001225,FG-AUTOSYS-083,FAC-MX-01,50,50,2025-11-09,2025-11-16,COMPLETED,HIGH
WO-2025-001226,FG-AUTOSYS-031,FAC-US-01,50,50,2026-03-30,2026-04-11,COMPLETED,CRITICAL
WO-2025-001227,FG-AUTOSYS-024,FAC-EU-01,250,250,2025-06-11,2025-06-24,COMPLETED,HIGH
WO-2025-001228,FG-AUTOSYS-057,FAC-APAC-01,100,100,2026-03-14,2026-03-23,COMPLETED,STANDARD
WO-2025-001229,FG-AUTOSYS-087,FAC-US-01,500,500,2025-08-13,2025-08-20,COMPLETED,STANDARD
WO-2025-001230,FG-AUTOSYS-025,FAC-US-01,1000,1000,2025-05-04,2025-05-08,COMPLETED,HIGH
WO-2025-001231,FG-AUTOSYS-004,FAC-EU-01,1000,1000,2025-10-27,2025-11-10,COMPLETED,STANDARD
WO-2025-001232,FG-AUTOSYS-081,FAC-MX-01,100,100,2025-10-31,2025-11-04,COMPLETED,HIGH
WO-2025-001233,FG-AUTOSYS-067,FAC-EU-01,250,250,2025-10-24,2025-11-01,COMPLETED,HIGH
WO-2025-001234,FG-AUTOSYS-054,FAC-APAC-01,50,50,2026-01-13,2026-01-17,COMPLETED,STANDARD
WO-2025-001235,FG-AUTOSYS-007,FAC-US-01,100,100,2025-05-24,2025-05-27,COMPLETED,HIGH
WO-2025-001236,FG-AUTOSYS-040,FAC-APAC-01,50,50,2025-01-18,2025-01-31,COMPLETED,CRITICAL
WO-2025-001237,FG-AUTOSYS-011,FAC-US-01,50,50,2025-10-05,2025-10-12,COMPLETED,HIGH
WO-2025-001238,FG-AUTOSYS-013,FAC-EU-01,100,100,2026-03-27,2026-03-31,COMPLETED,CRITICAL
WO-2025-001239,FG-AUTOSYS-040,FAC-MX-01,1000,1000,2025-07-01,2025-07-14,COMPLETED,HIGH
WO-2025-001240,FG-AUTOSYS-028,FAC-APAC-01,50,30,2026-04-13,2026-04-18,IN_PROGRESS,HIGH
WO-2025-001241,FG-AUTOSYS-018,FAC-APAC-01,1000,1000,2025-12-06,2025-12-14,COMPLETED,STANDARD
WO-2025-001242,FG-AUTOSYS-093,FAC-MX-01,100,100,2025-09-22,2025-09-25,COMPLETED,CRITICAL
WO-2025-001243,FG-AUTOSYS-086,FAC-APAC-01,1000,1000,2025-03-04,2025-03-14,COMPLETED,STANDARD
WO-2025-001244,FG-AUTOSYS-020,FAC-MX-01,500,500,2025-07-10,2025-07-13,COMPLETED,CRITICAL
WO-2025-001245,FG-AUTOSYS-056,FAC-EU-01,250,250,2026-03-11,2026-03-19,COMPLETED,STANDARD
WO-2025-001246,FG-AUTOSYS-080,FAC-US-01,500,500,2025-01-27,2025-02-01,COMPLETED,HIGH
WO-2025-001247,FG-AUTOSYS-070,FAC-EU-01,50,50,2025-02-01,2025-02-10,COMPLETED,STANDARD
WO-2025-001248,FG-AUTOSYS-042,FAC-US-01,1000,1000,2025-11-17,2025-11-29,COMPLETED,STANDARD
WO-2025-001249,FG-AUTOSYS-090,FAC-US-01,250,250,2025-02-20,2025-03-03,COMPLETED,CRITICAL
WO-2025-001250,FG-AUTOSYS-074,FAC-US-01,250,250,2025-02-02,2025-02-13,COMPLETED,HIGH
WO-2025-001251,FG-AUTOSYS-020,FAC-APAC-01,250,250,2025-06-08,2025-06-22,COMPLETED,CRITICAL
WO-2025-001252,FG-AUTOSYS-022,FAC-EU-01,100,100,2025-12-14,2025-12-20,COMPLETED,STANDARD
WO-2025-001253,FG-AUTOSYS-016,FAC-US-01,250,250,2025-02-14,2025-02-28,COMPLETED,STANDARD
WO-2025-001254,FG-AUTOSYS-003,FAC-APAC-01,500,500,2025-10-16,2025-10-26,COMPLETED,STANDARD
WO-2025-001255,FG-AUTOSYS-074,FAC-EU-01,1000,1000,2025-06-08,2025-06-14,COMPLETED,STANDARD
WO-2025-001256,FG-AUTOSYS-075,FAC-US-01,250,250,2025-10-19,2025-10-28,COMPLETED,CRITICAL
WO-2025-001257,FG-AUTOSYS-050,FAC-EU-01,1000,1000,2025-11-26,2025-12-09,COMPLETED,STANDARD
WO-2025-001258,FG-AUTOSYS-093,FAC-APAC-01,1000,0,2026-05-02,2026-05-15,BLOCKED_SHORTAGE,STANDARD
WO-2025-001259,FG-AUTOSYS-074,FAC-US-01,100,100,2026-04-01,2026-04-12,COMPLETED,CRITICAL
WO-2025-001260,FG-AUTOSYS-004,FAC-EU-01,250,250,2026-03-26,2026-04-07,COMPLETED,STANDARD
WO-2025-001261,FG-AUTOSYS-069,FAC-EU-01,250,250,2025-03-10,2025-03-22,COMPLETED,STANDARD
WO-2025-001262,FG-AUTOSYS-037,FAC-MX-01,500,500,2025-08-21,2025-08-29,COMPLETED,CRITICAL
WO-2025-001263,FG-AUTOSYS-064,FAC-US-01,500,500,2025-11-07,2025-11-11,COMPLETED,CRITICAL
WO-2025-001264,FG-AUTOSYS-078,FAC-EU-01,250,250,2025-02-01,2025-02-06,COMPLETED,CRITICAL
WO-2025-001265,FG-AUTOSYS-024,FAC-MX-01,250,250,2025-04-18,2025-04-21,COMPLETED,STANDARD
WO-2025-001266,FG-AUTOSYS-003,FAC-US-01,1000,1000,2025-03-06,2025-03-09,COMPLETED,HIGH
WO-2025-001267,FG-AUTOSYS-068,FAC-MX-01,500,0,2026-04-18,2026-04-23,BLOCKED_SHORTAGE,HIGH
WO-2025-001268,FG-AUTOSYS-098,FAC-EU-01,500,500,2025-03-10,2025-03-23,COMPLETED,HIGH
WO-2025-001269,FG-AUTOSYS-003,FAC-EU-01,100,0,2026-05-02,2026-05-13,PLANNED,STANDARD
WO-2025-001270,FG-AUTOSYS-048,FAC-US-01,50,50,2025-12-08,2025-12-16,COMPLETED,HIGH
WO-2025-001271,FG-AUTOSYS-002,FAC-MX-01,500,500,2025-07-22,2025-07-26,COMPLETED,HIGH
WO-2025-001272,FG-AUTOSYS-080,FAC-MX-01,500,0,2026-05-27,2026-06-01,PLANNED,CRITICAL
WO-2025-001273,FG-AUTOSYS-056,FAC-MX-01,50,50,2026-01-08,2026-01-12,COMPLETED,HIGH
WO-2025-001274,FG-AUTOSYS-008,FAC-EU-01,100,0,2026-05-08,2026-05-17,PLANNED,HIGH
WO-2025-001275,FG-AUTOSYS-051,FAC-MX-01,500,0,2026-05-18,2026-05-29,PLANNED,HIGH
WO-2025-001276,FG-AUTOSYS-018,FAC-EU-01,50,50,2025-11-20,2025-12-01,COMPLETED,STANDARD
WO-2025-001277,FG-AUTOSYS-086,FAC-MX-01,1000,1000,2025-03-06,2025-03-12,COMPLETED,CRITICAL
WO-2025-001278,FG-AUTOSYS-089,FAC-MX-01,100,100,2026-02-27,2026-03-05,COMPLETED,HIGH
WO-2025-001279,FG-AUTOSYS-098,FAC-EU-01,100,100,2026-03-11,2026-03-21,COMPLETED,HIGH
WO-2025-001280,FG-AUTOSYS-069,FAC-APAC-01,500,500,2026-01-04,2026-01-11,COMPLETED,CRITICAL
WO-2025-001281,FG-AUTOSYS-031,FAC-US-01,1000,1000,2025-02-14,2025-02-23,COMPLETED,STANDARD
WO-2025-001282,FG-AUTOSYS-057,FAC-MX-01,100,100,2025-02-01,2025-02-07,COMPLETED,CRITICAL
WO-2025-001283,FG-AUTOSYS-079,FAC-US-01,250,250,2025-05-20,2025-05-27,COMPLETED,CRITICAL
WO-2025-001284,FG-AUTOSYS-095,FAC-MX-01,500,500,2025-05-21,2025-05-30,COMPLETED,STANDARD
WO-2025-001285,FG-AUTOSYS-032,FAC-EU-01,250,250,2025-11-12,2025-11-15,COMPLETED,STANDARD
WO-2025-001286,FG-AUTOSYS-045,FAC-US-01,500,500,2025-10-18,2025-11-01,COMPLETED,HIGH
WO-2025-001287,FG-AUTOSYS-080,FAC-APAC-01,50,50,2025-06-09,2025-06-18,COMPLETED,HIGH
WO-2025-001288,FG-AUTOSYS-037,FAC-EU-01,500,500,2025-09-27,2025-10-09,COMPLETED,STANDARD
WO-2025-001289,FG-AUTOSYS-062,FAC-MX-01,500,500,2026-02-21,2026-02-24,COMPLETED,STANDARD
WO-2025-001290,FG-AUTOSYS-054,FAC-EU-01,100,100,2025-12-02,2025-12-16,COMPLETED,CRITICAL
WO-2025-001291,FG-AUTOSYS-054,FAC-US-01,250,250,2026-02-22,2026-03-05,COMPLETED,STANDARD
WO-2025-001292,FG-AUTOSYS-091,FAC-MX-01,500,500,2025-03-02,2025-03-06,COMPLETED,HIGH
WO-2025-001293,FG-AUTOSYS-079,FAC-US-01,250,250,2026-01-25,2026-02-04,COMPLETED,CRITICAL
WO-2025-001294,FG-AUTOSYS-028,FAC-US-01,500,0,2026-05-08,2026-05-21,PLANNED,CRITICAL
WO-2025-001295,FG-AUTOSYS-036,FAC-US-01,500,500,2026-03-07,2026-03-13,COMPLETED,STANDARD
WO-2025-001296,FG-AUTOSYS-004,FAC-APAC-01,1000,1000,2025-04-02,2025-04-15,COMPLETED,HIGH
WO-2025-001297,FG-AUTOSYS-019,FAC-MX-01,50,50,2025-11-29,2025-12-10,COMPLETED,HIGH
WO-2025-001298,FG-AUTOSYS-062,FAC-APAC-01,1000,1000,2025-09-05,2025-09-08,COMPLETED,STANDARD
WO-2025-001299,FG-AUTOSYS-069,FAC-EU-01,50,50,2025-10-24,2025-10-30,COMPLETED,HIGH
WO-2025-001300,FG-AUTOSYS-019,FAC-MX-01,1000,1000,2026-01-12,2026-01-23,COMPLETED,HIGH
WO-2025-001301,FG-AUTOSYS-068,FAC-MX-01,1000,1000,2025-04-08,2025-04-20,COMPLETED,HIGH
WO-2025-001302,FG-AUTOSYS-082,FAC-EU-01,50,0,2026-05-02,2026-05-09,PLANNED,CRITICAL
WO-2025-001303,FG-AUTOSYS-039,FAC-US-01,250,250,2025-07-21,2025-07-24,COMPLETED,STANDARD
WO-2025-001304,FG-AUTOSYS-075,FAC-MX-01,1000,1000,2025-08-31,2025-09-11,COMPLETED,HIGH
WO-2025-001305,FG-AUTOSYS-029,FAC-US-01,50,50,2025-06-06,2025-06-09,COMPLETED,STANDARD
WO-2025-001306,FG-AUTOSYS-045,FAC-APAC-01,500,500,2025-07-24,2025-08-04,COMPLETED,STANDARD
WO-2025-001307,FG-AUTOSYS-100,FAC-MX-01,50,50,2025-08-19,2025-08-30,COMPLETED,CRITICAL
WO-2025-001308,FG-AUTOSYS-036,FAC-US-01,250,250,2025-09-06,2025-09-16,COMPLETED,HIGH
WO-2025-001309,FG-AUTOSYS-024,FAC-APAC-01,100,0,2026-05-16,2026-05-24,PLANNED,CRITICAL
WO-2025-001310,FG-AUTOSYS-009,FAC-APAC-01,50,0,2026-05-24,2026-06-01,PLANNED,CRITICAL
WO-2025-001311,FG-AUTOSYS-004,FAC-US-01,500,500,2025-01-19,2025-01-23,COMPLETED,STANDARD
WO-2025-001312,FG-AUTOSYS-095,FAC-MX-01,100,100,2026-03-31,2026-04-10,COMPLETED,HIGH
WO-2025-001313,FG-AUTOSYS-025,FAC-MX-01,50,50,2025-07-04,2025-07-15,COMPLETED,CRITICAL
WO-2025-001314,FG-AUTOSYS-058,FAC-APAC-01,500,500,2025-04-17,2025-04-25,COMPLETED,HIGH
WO-2025-001315,FG-AUTOSYS-073,FAC-APAC-01,250,250,2025-10-10,2025-10-16,COMPLETED,STANDARD
WO-2025-001316,FG-AUTOSYS-086,FAC-MX-01,1000,638,2026-04-11,2026-04-16,IN_PROGRESS,HIGH
WO-2025-001317,FG-AUTOSYS-005,FAC-MX-01,500,500,2025-06-16,2025-06-19,COMPLETED,STANDARD
WO-2025-001318,FG-AUTOSYS-081,FAC-APAC-01,50,50,2025-12-29,2026-01-02,COMPLETED,STANDARD
WO-2025-001319,FG-AUTOSYS-023,FAC-MX-01,100,100,2025-01-19,2025-01-22,COMPLETED,STANDARD
WO-2025-001320,FG-AUTOSYS-012,FAC-US-01,100,100,2026-02-08,2026-02-11,COMPLETED,CRITICAL
WO-2025-001321,FG-AUTOSYS-056,FAC-MX-01,1000,1000,2025-04-23,2025-04-28,COMPLETED,HIGH
WO-2025-001322,FG-AUTOSYS-030,FAC-US-01,1000,1000,2025-08-07,2025-08-21,COMPLETED,HIGH
WO-2025-001323,FG-AUTOSYS-019,FAC-MX-01,1000,1000,2025-10-18,2025-10-22,COMPLETED,HIGH
WO-2025-001324,FG-AUTOSYS-065,FAC-US-01,500,500,2026-03-23,2026-03-27,COMPLETED,STANDARD
WO-2025-001325,FG-AUTOSYS-086,FAC-APAC-01,250,0,2026-05-11,2026-05-21,PLANNED,HIGH
WO-2025-001326,FG-AUTOSYS-002,FAC-EU-01,250,250,2025-04-01,2025-04-06,COMPLETED,STANDARD
WO-2025-001327,FG-AUTOSYS-015,FAC-EU-01,1000,1000,2025-10-18,2025-10-29,COMPLETED,STANDARD
WO-2025-001328,FG-AUTOSYS-031,FAC-MX-01,100,100,2026-01-19,2026-01-27,COMPLETED,HIGH
WO-2025-001329,FG-AUTOSYS-057,FAC-US-01,250,250,2025-04-17,2025-04-23,COMPLETED,HIGH
WO-2025-001330,FG-AUTOSYS-020,FAC-MX-01,250,0,2026-05-22,2026-06-03,BLOCKED_SHORTAGE,CRITICAL
WO-2025-001331,FG-AUTOSYS-090,FAC-EU-01,50,50,2025-05-20,2025-05-31,COMPLETED,STANDARD
WO-2025-001332,FG-AUTOSYS-054,FAC-US-01,50,50,2025-07-17,2025-07-27,COMPLETED,HIGH
WO-2025-001333,FG-AUTOSYS-098,FAC-EU-01,250,250,2025-06-30,2025-07-12,COMPLETED,CRITICAL
WO-2025-001334,FG-AUTOSYS-043,FAC-MX-01,1000,1000,2025-01-27,2025-02-05,COMPLETED,STANDARD
WO-2025-001335,FG-AUTOSYS-061,FAC-US-01,100,100,2026-01-08,2026-01-18,COMPLETED,HIGH
WO-2025-001336,FG-AUTOSYS-014,FAC-EU-01,1000,1000,2025-08-26,2025-09-05,COMPLETED,HIGH
WO-2025-001337,FG-AUTOSYS-037,FAC-US-01,250,250,2025-06-26,2025-07-04,COMPLETED,HIGH
WO-2025-001338,FG-AUTOSYS-079,FAC-MX-01,250,0,2026-05-15,2026-05-22,PLANNED,STANDARD
